Title,Author,Score,Ratings,Shelvings,Published
The Wife Between Us,Greer Hendricks,3.84,392542,683867,2018
The Paleontologist,Luke Dumas,3.56,4417,21777,2023
A Treatise on Cosmic Fire,Alice A. Bailey,4.34,125,468,1925
The Mystery of Dr. Fu-Manchu (Fu Manchu #1),Sax Rohmer,3.35,1894,1248,1913
Fatale,Jean-Patrick Manchette,3.61,2347,5894,1977
"The Body Finder (The Body Finder, #1)",Kimberly Derting,3.94,53177,132004,2010
Reservation Blues,Sherman Alexie,3.98,13805,23110,1995
Cabbages and Kings,O. Henry,3.94,1413,2237,1904
"The Prophet Unarmed: Trotsky, 1921-1929",Isaac Deutscher,4.41,517,1778,1959
"Strange Conflict (Duke de Richleau, #9) (Black Magic, #2)",Dennis Wheatley,3.69,397,702,1941
Alien (IMAGINAIRE),Alan Dean Foster,4.09,20843,30126,1979
Red Lights,Georges Simenon,3.81,1267,1934,1953
Tombs: Junji Ito Story Collection,Junji Ito,4.23,5006,18858,1994
Picture,Lillian Ross,4.07,657,2019,1951
The Animal Family,Randall Jarrell,4.19,1443,3361,1965
The Sleeper and the Spindle,Neil Gaiman,3.88,51610,95138,2013
"Hunter x Hunter, Vol. 01 (Hunter x Hunter, #1)",Yoshihiro Togashi,4.53,55415,73553,1998
"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,4.05,432443,594877,1980
Unaccustomed Earth,Jhumpa Lahiri,4.13,92940,153572,2008
The Playboy (Spade Hotel #1),Marni Mann,4.01,6448,16642,2023
"Millennium Approaches (Angels in America, #1)",Tony Kushner,4.27,23761,41527,1992
"Los siete locos (Los siete locos, #1)",Roberto Arlt,3.89,4329,1076,1929
No One Here Gets Out Alive,Jerry Hopkins,3.93,44199,86646,1980
The Last Boleyn,Karen Harper,4.06,10558,25049,1983
The Sacred Canopy: Elements of a Sociological Theory of Religion,Peter L. Berger,3.96,1089,2906,1967
A Fly Went By,Mike McClintock,4.13,12415,16457,1958
Everything's Fine,Cecilia Rabess,3.56,7232,43847,2023
Manhood: A Journey from Childhood into the Fierce Order of Virility,Michel Leiris,3.42,504,1165,1939
Ruin My Life (Sinners and Angels),Luna Pierce,4.1,2819,11126,2023
My Evil Mother,Margaret Atwood,3.9,76198,164534,2022
Buttered Side Down: Short Stories,Edna Ferber,3.93,220,274,1912
Last and First Men,Olaf Stapledon,3.79,6302,17302,1930
Miserable Miracle,Henri Michaux,4.09,290,2114,1956
A Christmas Mystery The Story of Three Wise Men,William John Locke,3.24,197,162,1910
"Papa's Wife (The Franzons, #1)",Thyra Ferre Bjorn,4.19,991,2179,1955
Shipwrecks,Akira Yoshimura,4.01,2733,8330,1982
"The Secret at Lone Tree Cottage (The Dana Girls Mystery Stories, #2)",Carolyn Keene,3.75,240,511,1934
The Noise of Time: Selected Prose,Osip Mandelstam,4.07,460,1605,1925
The True Deceiver,Tove Jansson,3.82,6130,10372,1982
Mary Queen of Scotland and The Isles,Margaret George,4.08,14268,31922,1992
"Cemetery Boys (Cemetery Boys, #1)",Aiden Thomas,4.28,91836,316584,2020
A Glass of Blessings,Barbara Pym,3.92,3049,3962,1958
The Realm of Possibility,David Levithan,3.92,15804,57683,2004
Coyote Blue,Christopher Moore,3.78,26857,38227,1993
Greenwich Park,Katherine Faulkner,3.85,63226,152052,2021
Corregidora,Gayl Jones,3.92,4637,16730,1975
Bodas de sangre,Federico García Lorca,3.86,26619,2094,1932
The Name of the Rose,Umberto Eco,4.14,365077,623595,1980
"The ​Crown of Gilded Bones (Blood and Ash, #3)",Jennifer L. Armentrout,4.18,304253,531127,2021
In the Fog,Richard Harding Davis,3.74,506,732,1901
A Shakespearian Grammar: An Attempt to Illustrate Some of the Differences between Elizabethan & Modern English,Edwin A. Abbott,3.68,19,110,1901
Secret Fire,Johanna Lindsey,4.03,8736,13401,1987
"Resurrection Walk (The Lincoln Lawyer, #7)",Michael Connelly,4.58,44369,71206,2023
"Tales from the Café (Before the Coffee Gets Cold, #2)",Toshikazu Kawaguchi,4.0,75844,163388,2017
"Hunting Ground (Alpha & Omega, #2)",Patricia Briggs,4.28,70154,90743,2009
Literary Lapses,Stephen Leacock,3.86,592,735,1910
The Role of Women in Society in the 20th Century,Salvatore Ferrazzani,3.8,5,115,1901
The Forged Coupon (Hesperus Classics),Leo Tolstoy,3.86,1840,1983,1911
Sociobiology: The New Synthesis,Edward O. Wilson,4.24,1757,6517,1975
Journey in the Dark,Martin Flavin,3.63,816,5536,1943
"The Mystery of a Butcher's Shop (Mrs. Bradley, #2)",Gladys Mitchell,3.36,519,734,1929
Someone Like You,Roald Dahl,3.95,4498,8501,1953
Since You've Been Gone,Morgan Matson,4.08,112875,269212,2014
"Night Mare (Xanth, #6)",Piers Anthony,3.85,18480,23873,1982
On Self-Respect,Joan Didion,4.46,981,4788,1968
Papillon,Henri Charrière,4.23,69964,125362,1969
"Garfield Gains Weight (Garfield, #2)",Jim Davis,4.09,5096,6580,1981
"Summer of My German Soldier (Summer of My German Soldier, #1)",Bette Greene,3.69,17345,25029,1973
Best Served Hot,Amanda Elliot,3.33,3922,22042,2023
The Mind and the Brain,Alfred Binet,3.72,69,263,1905
"Journal Of A Trapper: Nine Years in the Rocky Mountains, 1834-1843",Osborne Russell,3.82,1378,1938,1914
The Girl You Left Behind,Jojo Moyes,4.02,167248,197615,2012
Carrots Love Tomatoes: Secrets of Companion Planting for Successful Gardening,Louise Riotte,4.02,2841,6012,1975
The Rise and Fall of the City of Mahagonny,Bertolt Brecht,3.6,719,791,1929
The Witches of Worm,Zilpha Keatley Snyder,3.69,2488,4841,1972
Recursion,Blake Crouch,4.16,235820,484105,2019
The Secret of the Runes,Guido von List,3.61,139,493,1908
"Rising Tides (Chesapeake Bay Saga, #2)",Nora Roberts,4.17,34427,47609,1998
The Life of the Bee,Maurice Maeterlinck,3.89,883,2466,1901
The New Accelerator,H.G. Wells,3.54,279,384,1901
It Should Have Been Us (Bluebonnet Creek #1),Anna B. Doe,3.92,2259,7845,2023
Jabberwocky and Other Poems (Dover Thrift Editions: Poetry),Lewis Carroll,4.15,5653,10236,1964
The Adventures of Buster Bear,Thornton W. Burgess,4.14,590,1059,1916
How to Develop Superpower Memory,Harry Lorayne,4.12,491,2105,1956
"The Quest of the Missing Map (Nancy Drew Mystery Stories, #19)",Carolyn Keene,3.9,5703,9771,1942
Saint Joan of Arc,Vita Sackville-West,3.83,241,1661,1936
Herc,Phoenicia Rogerson,3.57,2623,22248,2023
Moravagine,Blaise Cendrars,3.83,2185,9195,1926
"Dreams of Steel (The Chronicles of the Black Company, #5)",Glen Cook,4.11,10314,15489,1990
In This House of Brede,Rumer Godden,4.35,6124,13367,1969
On Being a Therapist (JOSSEY BASS SOCIAL AND BEHAVIORAL SCIENCE SERIES),Jeffrey A. Kottler,4.04,3612,10199,1986
Just Above My Head,James Baldwin,4.43,2746,10912,1979
Adjustment Team,Philip K. Dick,3.75,2805,4251,1954
Maximus Poems,Charles Olson,4.19,1191,2730,1960
The New York Stories of Edith Wharton,Edith Wharton,4.2,911,4453,1934
The Lonely Hearts Book Club,Lucy,3.88,26839,76940,2023
"Daughter of the Blood (The Black Jewels, #1)",Anne Bishop,4.06,40642,76173,1998
Mr. Know-All,W. Somerset Maugham,3.68,231,486,1924
The Trauma of Birth,Otto Rank,3.91,213,1054,1924
Death and the Penguin,Andrey Kurkov,3.8,17387,27782,1996
The Dreadful Lemon Sky (Travis McGee #16),John D. MacDonald,4.1,4451,5084,1974
Keeper of the Lost Cities,Shannon Messenger,4.42,79181,154885,2012
Big Two-Hearted River,Ernest Hemingway,3.84,1665,3333,1925
Stars Collide,Rachel Lacey,4.04,5735,24977,2023
"H is for Homicide (Kinsey Millhone, #8)",Sue Grafton,3.93,35902,48526,1991
"The Arm of the Starfish (O'Keefe Family, #1)",Madeleine L'Engle,3.86,10089,16500,1965
American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,Chris Kyle,4.03,132401,193352,2012
Anne of Green Gables (Great Illustrated Classics),Eliza Gatewood Warren,4.25,730,1225,1908
The Little Disturbances of Man (Contemporary American Fiction),Grace Paley,3.99,2000,5117,1959
"New Moon: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #2)",Mark Cotta Vaz,4.27,165502,182418,2009
"The Prisoner of Heaven (The Cemetery of Forgotten Books, #3)",Carlos Ruiz Zafón,4.12,101493,112432,2011
Seven Days in the Art World,Sarah Thornton,3.62,65709,156339,2008
Polgara the Sorceress (Malloreon),David Eddings,4.11,29787,40756,1997
A Gift of Magic,Lois Duncan,3.78,4135,6975,1971
The Drifters,James A. Michener,4.06,8146,15323,1971
Want to Know a Secret?,Freida McFadden,4.01,90991,208361,2021
"""With the Help of God and a Few Marines"": The Battles of Chateau Thierry and Belleau Wood",Albertus Wright Catlin,3.94,452,788,1919
The Outsider,Richard Wright,4.18,2339,6883,1953
The Life of Johnny Reb: The Common Soldier of the Confederacy,Bell Irvin Wiley,4.06,1199,2322,1943
"The Age of Capital, 1848–1875",Eric J. Hobsbawm,4.25,4053,13112,1975
Invitation to Sociology: A Humanistic Perspective,Peter L. Berger,3.87,1126,2427,1963
"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary",Simon Winchester,3.84,117384,304249,1998
Miss Bishop,Bess Streeter Aldrich,4.07,322,562,1933
The Curse of Lono,Hunter S. Thompson,3.93,5891,11178,1983
Love in a Dry Season,Shelby Foote,3.71,567,1283,1951
"The Treason of Isengard: The History of The Lord of the Rings, Part Two (The History of Middle-Earth, #7)",J.R.R. Tolkien,4.17,3398,14561,1989
Pleasant Valley,Louis Bromfield,4.02,137,424,1945
Curious George Visits the Zoo,Margret Rey,4.33,12416,14972,1985
Hole's Essentials of Human Anatomy and Physiology,David N. Shier,3.81,91,213,1900
The Persecution and Assassination of Jean-Paul Marat as Performed by the Inmates of the Asylum of Charenton Under the Direction of the Marquis de Sade,Peter Weiss,4.02,4729,8855,1964
The Man Who Tapped the Secrets of the Universe,Glenn Clark,4.18,271,818,1946
Quite Early One Morning,Dylan Thomas,4.11,567,1468,1954
"The Kill Artist (Gabriel Allon, #1)",Daniel Silva,4.02,83594,136937,2000
The Perfect Joy of Saint Francis,Felix Timmermans,4.29,157,413,1932
Chronicle in Stone,Ismail Kadare,4.09,3998,9122,1971
Trusting God: Even When Life Hurts,Jerry Bridges,4.37,7496,13994,1988
Diagnostic and Statistical Manual of Mental Disorders DSM-IV-TR,American Psychiatric Association,3.9,12141,20749,1952
"The Devil Rides Out (Black Magic, #1)",Dennis Wheatley,3.77,2174,4601,1934
The Diary of Vaslav Nijinsky: Unexpurgated Edition,Vaslav Nijinsky,3.89,781,2715,1953
The 33 Strategies of War,Robert Greene,4.22,17205,61204,2001
On Beauty,Zadie Smith,3.77,82486,160362,2005
"Murder In The Basement (Roger Sheringham Cases, #8)",Anthony Berkeley,3.56,661,568,1932
"Practical Demonkeeping (Pine Cove, #1)",Christopher Moore,3.83,45980,71763,1992
Moab Is My Washpot,Stephen Fry,3.93,24371,33947,1997
The Green Face,Gustav Meyrink,3.83,579,1216,1916
Hay Fever - A light comedy,Noël Coward,3.67,706,1274,1925
The Legend of the Seventh Virgin,Victoria Holt,3.8,2168,3674,1964
The World's Great Speeches,Lewis Copeland (editor),3.95,149,623,1942
Blithe Spirit,Noël Coward,3.97,5904,8918,1941
A Treasury of Knitting Patterns,Barbara G. Walker,4.6,1196,2353,1967
"Holding the Dream (Dream Trilogy, #2)",Nora Roberts,4.07,23923,32940,1996
The Unique Hamlet: A Hitherto Unchronicled Adventure of Mr. Sherlock Holmes,Vincent Starrett,3.52,279,255,1920
"The Village of Eight Graves (Detective Kosuke Kindaichi, #3)",Seishi Yokomizo,3.83,3492,7480,1949
"Trent's Last Case (Philip Trent, #1)",E.C. Bentley,3.76,3850,5876,1913
Freedom Train: The Story of Harriet Tubman,Dorothy Sterling,4.06,2506,5400,1954
The Call of the Wild/White Fang/To Build a Fire,Jack London,4.22,2616,4065,1906
Murder Underground,Mavis Doriel Hay,3.33,1465,2537,1934
The Four Graces (Miss Buncle #4),D.E. Stevenson,3.98,1683,1907,1946
The Birth Order Book: Why You Are the Way You Are,Kevin Leman,3.78,7173,12263,1984
"Sabriel (Abhorsen,  #1)",Garth Nix,4.17,207697,364299,1995
The Woman Destroyed,Simone de Beauvoir,4.03,30372,134735,1967
Reasons to Live,Amy Hempel,4.14,3250,9090,1985
"Four: A Divergent Story Collection (Divergent, #0.1-0.4)",Veronica Roth,3.96,228340,376551,2014
Ensayo de un crimen,Rodolfo Usigli,4.04,348,728,1944
"Wicked Heir (Chernov Bratva, #1)",Mila Kane,3.75,8485,31242,2023
Strange News from Another Star,Hermann Hesse,3.8,2043,2555,1919
The Man Without Qualities: Volume II,Robert Musil,4.33,1168,2476,1933
A Little Princess,Frances Hodgson Burnett,4.22,306568,496774,1905
The Gods of Pegana,Lord Dunsany,3.85,1508,3528,1905
Next to You,Hannah Bonam-Young,4.11,10416,16368,2024
"The Black Book (Inspector Rebus, #5)",Ian Rankin,3.96,15112,17668,1993
Interior Chinatown,Charles Yu,3.97,58480,133656,2020
Smoke on the Mountain: An Interpretation of the Ten Commandments,Joy Davidman,4.22,261,1260,1953
The Virtue of Selfishness: A New Concept of Egoism,Ayn Rand,3.55,14285,31120,1961
Bible Mystery and Bible Meaning,Thomas Troward,4.32,65,122,1904
"Lethal White (Cormoran Strike, #4)",Robert Galbraith,4.24,166397,101595,2018
"New Treasure Seekers (Bastable Children, #3)",E. Nesbit,3.94,517,988,1904
Anne Sexton: A Self-Portrait in Letters,Anne Sexton,4.27,1774,9024,1977
Morphine,Mikhail Bulgakov,4.06,9461,12291,1926
The Four Winds,Kristin Hannah,4.3,676488,1452309,2021
The Stars Don't Lie,Boo Walker,4.16,10611,29968,2023
The Monarch of the Glen,Compton Mackenzie,3.7,421,1175,1941
"Forever My Girl (Beaumont Series, #1)",Heidi McLaughlin,3.97,55114,92597,2012
The Companion: A Miss Marple Short Story (Miss Marple),Agatha Christie,3.97,757,1190,1930
Count Belisarius,Robert Graves,4.02,2578,5545,1938
Inch by Inch,Leo Lionni,4.08,7570,10951,1960
Young Man with a Horn (New York Review Books Classics),Dorothy Baker,3.86,517,1695,1938
Japan: an Attempt at Interpretation,Lafcadio Hearn,3.89,203,210,1904
The Optimist's Daughter,Eudora Welty,3.52,14002,36069,1972
Looking for Mr. Goodbar,Judith Rossner,3.67,6388,9592,1975
"Archenemies (Renegades, #2)",Marissa Meyer,4.26,85915,159483,2018
"The Message in the Hollow Oak (Nancy Drew Mystery Stories, #12)",Carolyn Keene,3.87,10510,18526,1935
Give Me a Sign,Anna Sortino,4.14,3725,26097,2023
The Last Hurrah,Edwin O'Connor,4.11,903,2310,1956
The Secret Life of Walter Mitty and Other Pieces,James Thurber,3.81,1847,2739,1964
The Silent Patient,Alex Michaelides,4.18,2428288,4347350,2018
Three Early Stories,J.D. Salinger,3.64,2987,4988,1940
Lightfoot the Deer,Thornton W. Burgess,4.13,284,453,1906
Beauty and Sadness,Yasunari Kawabata,3.81,12832,23349,1964
General Chemistry: Principles and Structure,James E. Brady,4.11,87,792,1920
"Wedge's Gamble (Star Wars: X-Wing, #2)",Michael A. Stackpole,3.98,12445,18425,1996
When Wendy Grew Up: An Afterthought,J.M. Barrie,3.65,55,210,1911
"Unravel Me (Shatter Me, #2)",Tahereh Mafi,4.14,547041,908207,2013
"Kare Kano: His and Her Circumstances, Vol. 1",Masami Tsuda,3.97,13903,21765,1996
"My Temptation (Kingston Lane, #1)",T.L. Swan,4.02,23900,53214,2023
Little Toot,Hardie Gramatky,4.09,4751,6050,1939
The Bhagavad Gita: Royal Science of God-Realization,Paramahansa Yogananda,4.59,1169,2979,1940
The Lilies of the Field,William Edmund Barrett,4.02,2776,4232,1962
Elsie and Her Namesake (The Original Elsie Dinsmore Classics #28),Martha Finley,3.69,89,223,1905
Los de abajo,Mariano Azuela,3.64,9378,1570,1915
Observations,Marianne Moore,4.08,249,544,1924
The Space Between Us,Thrity Umrigar,4.02,49953,106744,2005
Conversations in Sicily,Elio Vittorini,3.72,3012,3849,1941
The Comet,W.E.B. Du Bois,3.82,617,1731,1920
Youth,Tove Ditlevsen,4.23,7703,7613,1967
This Is How We End Things,R.J. Jacobs,3.5,2720,26965,2023
"Hounded (The Iron Druid Chronicles, #1)",Kevin Hearne,4.1,87660,150573,2011
"Well-Schooled in Murder (Inspector Lynley, #3)",Elizabeth  George,4.13,26566,30452,1990
History of Economic Analysis,Joseph A. Schumpeter,4.43,135,1563,1954
"To Green Angel Tower, Part 2 (Memory, Sorrow, and Thorn, #3; Part 2)",Tad Williams,4.22,23152,27954,1993
False Witness,Karin Slaughter,4.09,93626,172315,2021
Philosophy and the Social Problem,Will Durant,4.16,58,225,1917
Shanna,Kathleen E. Woodiwiss,4.15,12379,17384,1977
The Revolt of the Masses: The Story of Bonifacio and the Katipunan,Teodoro A. Agoncillo,4.08,693,3128,1956
"The Path of Daggers (The Wheel of Time, #8)",Robert Jordan,3.93,144650,209265,1998
"The Last Child (Johnny Merrimon, #1)",John Hart,4.14,42822,66135,2009
The Killer Inside Me,Jim Thompson,3.86,23288,51500,1952
Reasons to Stay Alive,Matt Haig,4.08,97667,165981,2015
In Memoriam,Alice Winn,4.54,22969,99224,2023
"Jade City (The Green Bone Saga, #1)",Fonda Lee,4.1,66157,266328,2017
"Escape on Venus (Venus, #4)",Edgar Rice Burroughs,3.72,943,1528,1942
"How Big Things Get Done: The Surprising Factors That Determine the Fate of Every Project, from Home Renovations to Space Exploration and Everything In Between",Bent Flyvbjerg,4.32,3731,20945,2023
The Leak,Jacques Futrelle,3.47,79,147,1907
What the Dog Saw and Other Adventures,Malcolm Gladwell,3.85,100967,194396,2009
The Early Hours,Muhammad Marmaduke Pickthall,4.28,36,442,1921
"The Sun and the Star: A Nico di Angelo Adventure (Camp Half-Blood Chronicles, #17)",Rick Riordan,4.26,35100,91744,2023
The Great Wheel,Robert Lawson,3.86,1805,3289,1957
I Saw The Fall Of The Philippines,Carlos P. Romulo,3.95,164,1388,1942
The Flame,Gabriele d'Annunzio,3.34,270,375,1900
"Burning in Water, Drowning in Flame",Charles Bukowski,4.06,8645,24218,1974
The Curse of Penryth Hall,Jess Armstrong,3.57,3128,36399,2023
"Berserker (Berserker, #1)",Fred Saberhagen,3.86,7582,10714,1967
"All The Possibilities (The MacGregors, #3)",Nora Roberts,4.06,5709,8413,1985
Threepenny Novel,Bertolt Brecht,3.79,1077,2000,1934
The Adventures of Sam Spade and Other Stories,Dashiell Hammett,3.89,901,1113,1944
The Basic Writings of Sigmund Freud,Sigmund Freud,3.91,537,2733,1938
"Dragonflight / Dragonquest (Pern: Dragon Riders of Pern, #1-2)",Anne McCaffrey,4.47,11328,14403,1967
"Harpist in the Wind (Riddle-Master, #3)",Patricia A. McKillip,4.18,7587,9986,1979
Damsel,Evelyn Skye,3.79,2575,16318,2023
Barefoot in Paris,Ina Garten,4.14,15899,37996,2004
"My Sister, the Serial Killer",Oyinkan Braithwaite,3.67,295005,539684,2018
Journals,Kurt Cobain,4.01,16833,43307,2002
A Countess Below Stairs,Eva Ibbotson,3.91,20944,34400,1981
"Trans-Himalaya, Discoveries and Adventures in Tibet (Volume 1)",Sven Hedin,4.28,25,131,1909
All You Zombies,Robert A. Heinlein,4.07,6593,10703,1959
Elizabeth Zimmermann's Knitter's Almanac,Elizabeth Zimmermann,4.44,2376,3480,1974
The Young Clementina,D.E. Stevenson,4.0,1203,1264,1935
The Case for Christianity,C.S. Lewis,4.16,2732,11118,1942
Studies in the Psychology of Sex,H. Havelock Ellis,3.4,35,292,1910
The Buried Hours,R.S.  Grant,4.28,741,7075,2023
"Three Tragedies: Blood Wedding, Yerma, Bernarda Alba",Federico García Lorca,4.13,3289,3139,1936
The Terraformers,Annalee Newitz,3.39,4940,26617,2023
Into That Darkness: An Examination of Conscience,Gitta Sereny,4.29,2688,8246,1974
If Life Is a Bowl of Cherries What Am I Doing in the Pits?,Erma Bombeck,4.03,14442,21566,1971
The Hundred Loves of Juliet,Evelyn Skye,3.75,4531,32700,2023
Physics and Philosophy: The Revolution in Modern Science,Werner Heisenberg,4.02,2782,10754,1958
Taber's Cyclopedic Medical Dictionary,Donald J. Venes (editor),4.29,638,675,1901
Two Serious Ladies,Jane Bowles,3.59,3806,12604,1943
"Sherman: Soldier, Realist, American",B.H. Liddell Hart,4.19,411,3039,1928
"The Mermaids Singing (Tony Hill & Carol Jordan, #1)",Val McDermid,3.96,25368,41101,1995
The Ghost Pirates,William Hope Hodgson,3.57,1247,1546,1909
"The Lernean Hydra: a Hercule Poirot Short Story (Hercule Poirot, #SS-40)",Agatha Christie,3.65,244,703,1939
Wonderstruck,Brian Selznick,4.17,57930,117080,2011
"Requiem (Delirium, #3)",Lauren Oliver,3.74,149314,251724,2013
Structure of Behavior,Maurice Merleau-Ponty,4.25,102,639,1942
The Crime of the Congo,Arthur Conan Doyle,3.84,170,425,1909
The 500 Hats of Bartholomew Cubbins,Dr. Seuss,4.02,15507,23485,1938
